,NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,GIR_%,SG_P,SG_ATG,SG_APP,SG_OTT,SG_TTG,SG_T,PAR3,PAR4,PAR5,POINTS,TOP 10,1ST,Year
109,Shawn Stefani,63,71.114,297.2,54.97,63.67,.338,-.155,-.308,-.110,-.573,-.235,3.07,4.08,4.68,333,2,,2013
110,D.A. Points,87,71.116,281.1,63.48,62.77,-.161,.163,.191,-.194,.160,.000,3.11,4.08,4.68,453,3,1,2013
111,David Toms,49,71.134,277.4,66.50,63.64,-.379,.095,-.026,-.370,-.301,-.679,3.07,4.04,4.78,326,1,,2013
112,Scott Stallings,79,71.135,295.7,58.73,64.63,.146,-.392,-.379,.389,-.381,-.235,3.10,4.09,4.67,991,4,,2013
113,Justin Hicks,79,71.138,280.0,69.61,68.59,-.219,-.600,.462,.218,.080,-.139,3.06,4.07,4.76,451,1,,2013
114,Luke Guthrie,82,71.139,283.5,61.24,63.62,-.205,.055,.280,-.116,.219,.015,3.13,4.08,4.64,607,2,,2013
115,Brian Gay,79,71.160,275.1,64.79,56.68,.428,.336,-.453,-.577,-.694,-.266,3.09,4.03,4.80,"1,099",1,1,2013
116,Tag Ridings,69,71.162,299.6,53.38,65.81,.053,.003,-.174,-.054,-.224,-.171,3.08,4.05,4.72,295,1,,2013
117,Charlie Wi,75,71.174,282.1,63.02,60.56,.176,.295,-.498,-.224,-.427,-.251,3.06,4.05,4.75,401,1,,2013
118,Brandt Jobe,62,71.175,292.1,64.78,66.00,-.002,-.191,.209,.104,.123,.121,3.04,4.10,4.70,283,,,2013
119,D.H. Lee,65,71.187,280.9,66.23,65.98,.037,-.015,-.055,-.142,-.213,-.176,3.11,4.05,4.64,432,3,,2013
120,Jeff Maggert,63,71.208,277.6,68.83,66.58,-.316,-.166,.141,.074,.049,-.267,3.04,4.05,4.73,453,2,,2013
121,James Hahn,78,71.222,293.3,58.58,64.71,.002,-.034,-.079,.044,-.070,-.067,3.07,4.08,4.61,480,2,,2013
122,Greg Chalmers,77,71.228,276.8,62.80,61.64,.857,-.102,-.237,-.552,-.890,-.033,3.02,4.08,4.66,558,2,,2013
123,Chad Campbell,78,71.234,288.9,60.70,67.03,-.249,-.033,.525,-.286,.205,-.044,3.04,4.08,4.61,330,1,,2013
124,Scott Brown,65,71.250,289.5,62.32,64.10,-.217,-.014,-.174,.338,.151,-.067,3.08,4.08,4.69,628,1,1,2013
125,Andres Romero,63,71.256,293.1,57.35,61.30,.117,.170,-.437,-.050,-.317,-.200,3.05,4.08,4.69,430,2,,2013
126,Scott Langley,79,71.269,278.9,62.45,64.00,.040,.215,-.124,-.302,-.211,-.171,3.06,4.10,4.67,426,1,,2013
127,Carl Pettersson,82,71.273,290.2,59.43,62.22,-.028,.126,-.252,.026,-.101,-.129,3.03,4.10,4.75,516,1,,2013
128,Scott Piercy,78,71.273,298.2,53.57,62.30,-.184,-.006,-.038,.144,.100,-.083,3.09,4.10,4.67,"1,193",4,,2013
129,Brian Harman,89,71.290,287.5,60.64,62.61,.147,.096,-.856,.316,-.443,-.296,3.08,4.05,4.74,578,2,,2013
130,Dicky Pride,71,71.293,274.8,65.24,64.43,-.011,.002,.012,-.365,-.350,-.361,3.08,4.05,4.73,293,2,,2013
131,Michael Thompson,66,71.298,279.4,61.39,61.78,-.120,.067,-.179,-.280,-.391,-.511,3.13,4.11,4.71,938,3,1,2013
132,Doug LaBelle II,72,71.317,280.1,67.42,64.37,.545,-.210,-.479,-.243,-.932,-.386,3.01,4.10,4.68,290,,,2013
133,FabiÃ¡n GÃ³mez,65,71.330,289.5,61.88,64.10,.124,-.026,-.435,.089,-.372,-.248,3.07,4.06,4.67,339,1,,2013
134,Steven Bowditch,67,71.335,300.2,53.04,61.97,-.046,.316,-.641,.041,-.283,-.329,3.13,4.06,4.60,400,1,,2013
135,Ricky Barnes,74,71.341,289.4,60.31,70.48,-.584,-.227,.714,-.181,.306,-.278,3.02,4.07,4.74,342,,,2013
136,Y.E. Yang,56,71.348,286.7,62.79,62.70,-.069,-.137,-.500,.133,-.504,-.573,3.06,4.12,4.71,182,,,2013
137,Henrik Norlander,70,71.360,295.0,60.13,67.40,-.160,-.155,-.105,.166,-.094,-.254,3.05,4.09,4.62,229,,,2013
138,D.J. Trahan,48,71.429,293.4,63.54,67.87,-.247,-.018,-.448,.182,-.285,-.531,3.10,4.05,4.67,169,1,,2013
139,Bud Cauley,67,71.445,287.5,59.16,63.76,-.570,.148,.238,-.063,.323,-.247,3.08,4.12,4.64,343,,,2013
140,Stephen Ames,49,71.454,280.7,58.53,61.11,.713,-.147,-.488,-.662,-1.297,-.584,2.98,4.11,4.70,182,,,2013
141,Tim Herron,45,71.479,283.6,52.24,59.75,-.041,.197,-.285,-.208,-.296,-.338,3.16,4.07,4.74,190,,,2013
142,Robert Karlsson,56,71.482,287.2,60.19,63.14,-.337,.143,.125,-.217,.051,-.286,3.11,4.11,4.70,236,1,,2013
143,Ben Kohles,75,71.488,279.0,67.78,65.26,.051,-.354,-.113,-.042,-.509,-.459,3.08,4.08,4.72,286,1,,2013
144,Trevor Immelman,73,71.491,283.6,61.19,66.51,-.365,.094,.162,-.181,.074,-.291,3.09,4.09,4.75,295,1,,2013
145,Aaron Baddeley,68,71.503,288.5,50.71,58.00,.661,.293,-.669,-.603,-.979,-.319,3.11,4.11,4.61,526,2,,2013
146,Ryo Ishikawa,72,71.515,291.3,55.48,66.03,-.683,-.165,.191,.110,.136,-.547,3.04,4.10,4.78,298,1,,2013
147,Ben Curtis,59,71.531,274.9,60.55,63.84,.211,.208,-.034,-.632,-.458,-.248,3.16,4.08,4.84,251,,,2013
148,Steve LeBrun,66,71.551,294.1,60.16,67.47,-.181,-.185,-.280,.248,-.217,-.398,3.04,4.07,4.69,270,,,2013
149,Greg Owen,73,71.554,292.8,59.76,65.73,-.669,.036,-.045,.064,.054,-.615,3.09,4.08,4.71,336,,,2013
150,Tom Gillis,69,71.559,286.3,64.75,60.68,.173,.126,-.905,.062,-.716,-.543,3.16,4.08,4.74,264,,,2013
151,Lucas Glover,65,71.577,293.7,61.62,66.41,-.851,-.083,.307,.541,.765,-.086,3.11,4.12,4.71,454,2,,2013
152,Geoff Ogilvy,57,71.588,285.1,60.94,62.18,-.337,.117,-.268,-.161,-.311,-.649,3.05,4.12,4.89,522,1,,2013
153,Seung-Yul Noh,71,71.625,298.8,51.50,64.26,-.463,.315,-.163,-.162,-.009,-.472,3.07,4.09,4.78,226,1,,2013
154,Mike Weir,60,71.643,270.5,55.07,56.90,.288,.399,-.120,-1.338,-1.059,-.771,3.14,4.10,4.70,173,,,2013
155,Casey Wittenberg,72,71.659,280.5,54.61,62.14,.254,.263,-.067,-1.071,-.874,-.620,3.08,4.10,4.77,199,1,,2013
156,Andrew Svoboda,46,71.747,290.1,60.91,65.91,.067,-.308,-.295,-.027,-.629,-.562,3.02,4.13,4.61,89,,,2013
157,Aaron Watkins,46,71.770,277.1,63.03,62.25,.402,.285,-.707,-.568,-.991,-.589,3.12,4.07,4.68,126,1,,2013
158,Jin Park,52,71.777,273.2,68.82,63.44,-.027,.016,-.166,-.335,-.485,-.512,3.08,4.11,4.68,125,,,2013
159,Lee Williams,62,71.792,275.6,59.76,61.67,-.427,.380,-.230,-.514,-.364,-.790,3.04,4.08,4.71,134,,,2013
160,Charlie Beljan,62,71.839,295.4,59.86,64.61,-.205,-.306,-.437,.424,-.320,-.524,3.16,4.09,4.73,459,1,,2013
161,Kyle Stanley,71,71.842,298.1,59.54,67.37,-.683,-.708,.419,.640,.351,-.332,3.12,4.14,4.66,759,3,,2013
162,Will Claxton,67,71.889,284.9,62.80,65.70,-.709,-.215,-.222,.341,-.095,-.804,3.11,4.10,4.69,186,,,2013
163,Troy Matteson,68,71.889,294.1,55.39,64.81,.003,.175,-.583,-.206,-.614,-.610,3.15,4.05,4.74,194,,,2013
164,Tommy Gainey,84,71.892,291.0,56.34,61.04,.089,-.411,-.361,-.098,-.870,-.781,3.14,4.10,4.78,324,1,,2013
165,Rod Pampling,46,71.943,282.6,62.35,64.55,-.564,.389,-.568,-.115,-.293,-.857,3.09,4.08,4.71,109,,,2013
166,Darron Stiles,51,71.947,275.1,67.64,62.24,-.427,.003,-.401,-.087,-.484,-.912,3.12,4.08,4.74,125,,,2013
167,Alistair Presnell,59,71.951,284.6,58.01,62.28,-.020,.123,-.585,-.548,-1.010,-1.030,3.12,4.12,4.68,140,,,2013
168,Johnson Wagner,64,72.013,278.6,58.69,64.35,.271,-.436,-.320,-.461,-1.217,-.946,3.11,4.10,4.83,430,2,,2013
169,Justin Bolli,59,72.034,279.1,61.36,61.11,.038,-.210,-.787,-.273,-1.270,-1.232,3.01,4.12,4.84,278,2,,2013
170,Robert Allenby,58,72.056,284.9,57.87,62.40,-.337,-.085,.296,-.733,-.522,-.859,3.05,4.12,4.84,129,1,,2013
171,Scott Gardiner,61,72.082,288.4,58.52,64.12,-.330,-.190,-.527,.069,-.649,-.979,3.09,4.10,4.78,161,,,2013
172,Sean O'Hair,56,72.107,299.7,55.66,62.00,-.277,-.198,-.576,.029,-.745,-1.022,3.08,4.17,4.66,183,,,2013
173,David Mathis,71,72.222,280.6,62.42,63.60,-.448,-.105,-.267,-.328,-.701,-1.149,3.09,4.11,4.74,197,1,,2013
174,Colt Knost,69,72.264,271.7,66.48,61.71,.435,-.242,-.847,-.625,-1.714,-1.279,3.06,4.14,4.69,130,,,2013
175,Derek Ernst,58,72.271,291.5,60.49,63.89,-.216,-.526,-.564,.231,-.859,-1.075,3.20,4.10,4.76,598,1,1,2013
176,Michael Bradley,56,72.345,285.3,55.46,66.13,-.450,-.068,.257,-1.058,-.869,-1.319,3.02,4.15,4.75,74,,,2013
177,Eric Meierdierks,48,72.414,301.9,57.50,66.55,-.978,-.501,-.314,.316,-.499,-1.476,3.18,4.10,4.69,72,,,2013
178,Luke List,65,72.444,306.3,45.58,62.39,-.267,-.097,-.533,-.447,-1.077,-1.344,3.13,4.14,4.64,202,,,2013
179,Bobby Gates,49,72.590,296.2,51.59,62.84,.011,-.331,-.498,-.580,-1.408,-1.398,3.05,4.12,4.86,144,1,,2013
0,Rory McIlroy,66,68.827,310.5,59.93,69.44,.274,.022,.602,1.367,1.992,2.266,3.03,3.94,4.55,"3,050",12,3,2014
1,Sergio Garcia,61,68.950,294.3,62.19,68.68,.167,.286,1.150,.382,1.818,1.984,2.95,3.96,4.65,815,10,,2014
2,Jim Furyk,84,69.200,279.3,73.18,68.75,.091,.408,1.175,.121,1.705,1.796,3.01,3.98,4.63,"2,450",11,,2014
3,Adam Scott,68,69.205,303.5,61.51,68.79,.220,.166,.610,.725,1.500,1.720,3.10,3.97,4.48,835,10,1,2014
4,Matt Kuchar,91,69.416,283.8,67.37,66.92,.457,.380,.527,.210,1.117,1.573,3.04,3.97,4.65,"1,300",11,1,2014
5,Dustin Johnson,58,69.546,311.0,57.18,68.03,.082,-.015,.533,.730,1.249,1.331,2.99,4.02,4.53,210,7,1,2014
6,Justin Rose,70,69.624,295.1,59.92,66.91,-.040,.360,.744,.402,1.506,1.466,3.06,4.01,4.59,850,8,1,2014
7,Jason Day,54,69.626,301.2,58.72,64.00,.317,.402,.176,.495,1.073,1.389,3.02,4.03,4.59,"1,200",6,1,2014
8,Graeme McDowell,66,69.642,278.0,69.20,65.77,.882,-.055,.379,-.034,.289,1.171,3.06,4.01,4.63,"1,256",8,,2014
9,Charl Schwartzel,64,69.671,297.8,59.45,63.53,.055,.421,.315,.550,1.286,1.341,3.00,4.04,4.52,"1,405",5,,2014
10,Bubba Watson,76,69.712,314.3,60.47,67.96,-.050,.111,.324,.967,1.402,1.352,3.05,3.99,4.58,"2,285",8,2,2014
11,Jimmy Walker,98,69.789,301.0,51.67,67.59,.479,.048,.608,.119,.774,1.253,3.01,4.00,4.62,"1,668",10,3,2014
12,Graham DeLaet,80,69.943,303.4,62.07,70.68,-.093,.007,.895,.360,1.262,1.168,3.03,4.01,4.64,"1,553",7,,2014
13,Jordan Spieth,102,69.946,289.7,58.79,62.47,.399,.260,.286,.034,.581,.980,3.02,4.02,4.63,698,8,,2014
14,Ryan Palmer,85,69.993,300.4,58.55,66.67,.295,.078,.133,.760,.971,1.265,3.07,3.99,4.65,730,8,,2014
15,Kevin Na,94,69.996,280.3,64.32,64.72,.315,.397,.341,-.100,.638,.954,3.07,4.01,4.57,528,6,,2014
16,Keegan Bradley,89,70.031,302.2,62.36,66.67,.254,-.190,.500,.430,.740,.994,2.99,4.01,4.69,"1,621",6,,2014
17,Brendon Todd,108,70.049,280.3,64.85,63.99,.664,.289,-.174,.015,.129,.793,3.01,4.03,4.66,508,7,1,2014
18,Brooks Koepka,56,70.052,307.0,56.91,64.98,.162,-.226,.598,.425,.797,.958,3.06,4.02,4.60,,2,,2014
19,Hideki Matsuyama,82,70.083,294.8,61.52,64.03,-.393,.198,1.022,.325,1.545,1.152,3.12,4.02,4.55,475,4,1,2014
20,Harris English,95,70.094,299.2,59.95,68.36,-.028,.047,.465,.193,.706,.677,3.01,4.02,4.62,"1,662",7,1,2014
21,Russell Knox,92,70.111,285.7,67.60,68.00,-.116,.215,.502,.221,.938,.822,2.98,4.01,4.72,"1,480",3,,2014
22,Bill Haas,107,70.132,291.9,62.94,68.62,.147,.265,.382,.296,.943,1.090,3.02,4.02,4.62,655,5,,2014
23,Charles Howell III,106,70.134,304.1,52.77,67.66,.037,.201,.017,.498,.717,.755,3.11,3.99,4.57,"1,592",6,,2014
24,Chris Kirk,105,70.150,291.0,62.78,63.46,.374,.169,.287,.033,.489,.862,3.06,4.02,4.61,"3,100",5,2,2014
25,Paul Casey,56,70.152,293.0,60.49,65.77,.283,-.024,.762,-.013,.725,1.008,3.06,4.04,4.60,699,,,2014
26,Marc Leishman,81,70.152,297.6,57.97,65.21,-.017,.056,.546,.164,.766,.749,3.04,4.04,4.61,"1,240",6,,2014
27,Zach Johnson,97,70.159,282.2,70.51,67.42,.106,.093,.513,.145,.751,.857,3.03,4.03,4.58,650,5,1,2014
28,Henrik Stenson,56,70.166,293.2,68.78,69.03,-.170,-.064,.575,.650,1.162,.992,3.11,4.03,4.57,"1,315",3,,2014
29,Rickie Fowler,91,70.172,297.5,59.93,64.51,.290,.003,.213,.264,.480,.769,3.06,4.03,4.59,"1,225",10,,2014
30,Webb Simpson,87,70.234,288.5,62.24,65.28,.300,.275,.333,-.027,.580,.880,3.07,4.02,4.65,525,9,1,2014
31,George McNeill,79,70.248,286.1,62.22,66.17,.271,.053,.537,-.061,.528,.799,3.04,4.02,4.66,"1,352",4,,2014
32,Gary Woodland,93,70.249,304.1,59.49,66.55,-.149,.087,.381,.581,1.049,.900,3.06,4.01,4.67,595,5,,2014
33,John Senden,99,70.270,288.9,64.25,67.85,.476,-.023,.127,.224,.328,.805,3.01,4.05,4.58,585,5,1,2014
34,Phil Mickelson,71,70.278,292.4,58.01,65.26,.234,.266,.166,.201,.634,.868,3.07,4.02,4.70,"1,046",1,,2014
35,Jason Kokrak,65,70.307,303.4,55.64,65.38,.222,-.074,.476,.284,.686,.908,3.05,4.02,4.64,932,2,,2014
36,Ryan Moore,86,70.344,284.7,69.92,67.99,.042,.041,.499,.253,.794,.836,2.99,4.01,4.68,"1,534",7,1,2014
37,Jerry Kelly,80,70.349,277.5,66.49,65.56,.239,.160,.218,-.089,.288,.527,3.03,3.99,4.71,"1,175",4,,2014
38,David Toms,64,70.350,275.1,75.49,68.73,.055,.120,.203,.083,.405,.460,3.02,3.99,4.76,502,2,,2014
39,Brian Harman,111,70.391,289.0,60.96,64.26,.113,.121,.296,-.014,.403,.515,3.01,4.03,4.69,"1,571",6,1,2014
40,Charley Hoffman,93,70.464,299.2,58.69,67.08,.266,-.026,.301,.415,.691,.956,3.07,4.00,4.70,"1,291",5,,2014
41,Kevin Chappell,100,70.466,296.2,64.90,67.59,-.278,.058,.526,.386,.970,.692,3.04,4.02,4.67,"1,268",1,,2014
42,Martin Kaymer,65,70.468,294.9,61.27,64.58,-.111,-.294,.370,.279,.355,.244,3.05,4.05,4.74,655,4,2,2014
43,Chris Stroud,88,70.476,285.8,63.93,65.21,.182,.278,.132,-.174,.236,.418,3.01,4.01,4.69,"1,344",4,,2014
44,Robert Streb,75,70.502,300.0,59.62,65.65,.119,.117,-.259,.461,.319,.438,3.14,3.99,4.66,966,2,,2014
45,Carl Pettersson,91,70.520,295.5,58.79,66.67,-.138,.006,.096,.294,.397,.259,3.11,4.02,4.66,"1,173",4,,2014
46,Billy Horschel,92,70.521,291.6,67.04,70.43,.220,-.087,.132,.473,.518,.738,3.04,4.04,4.63,"4,750",5,2,2014
47,Brian Stuard,91,70.549,283.4,66.14,63.86,.283,-.119,.195,-.034,.042,.326,3.05,4.03,4.64,"1,315",4,,2014
48,Daniel Summerhays,98,70.566,282.2,66.30,66.89,.492,.005,.138,.040,.184,.675,3.03,4.03,4.66,"1,242",2,,2014
49,Hunter Mahan,88,70.574,295.8,65.10,66.67,.207,-.153,-.221,.687,.314,.520,3.13,4.03,4.69,"1,835",6,1,2014
50,Chad Campbell,57,70.590,287.8,65.36,72.43,-.434,.011,.641,.056,.709,.275,3.02,4.02,4.69,317,1,,2014
51,Patrick Reed,92,70.598,292.3,55.59,63.64,.249,.393,-.352,.040,.081,.331,3.09,4.04,4.67,598,4,2,2014
52,Stuart Appleby,92,70.599,278.6,60.42,62.96,.487,.345,-.160,-.311,-.126,.361,3.04,4.03,4.73,"1,755",3,,2014
53,Freddie Jacobson,91,70.604,284.6,59.35,62.58,.704,.068,-.199,-.162,-.293,.411,3.04,4.04,4.71,"1,068",4,,2014
54,Shawn Stefani,60,70.609,297.7,64.17,66.20,-.146,.086,.065,.412,.564,.418,3.05,4.06,4.63,842,2,,2014
55,Kevin Stadler,90,70.620,291.6,64.28,68.91,-.467,-.012,.386,.505,.878,.411,3.01,4.06,4.64,"1,537",3,1,2014
56,Cameron Tringale,111,70.630,282.9,63.87,66.77,.107,.230,.322,.008,.560,.668,3.06,4.05,4.63,600,3,,2014
57,Luke Guthrie,85,70.638,287.6,58.99,63.53,.190,.228,.113,-.231,.109,.299,3.04,4.04,4.67,580,2,,2014
58,Seung-Yul Noh,92,70.661,296.5,55.02,66.97,-.121,.248,.447,-.268,.427,.306,3.05,4.04,4.67,"1,590",3,1,2014
59,Scott Langley,95,70.662,281.3,61.08,64.16,.268,.262,.150,-.395,.016,.284,3.01,4.04,4.71,898,1,,2014
60,Ricky Barnes,92,70.671,290.7,54.85,64.96,.157,.015,.396,-.267,.145,.302,3.02,4.04,4.69,530,2,,2014
61,Brandt Snedeker,89,70.671,285.6,63.70,63.28,.326,.217,.143,-.043,.318,.644,3.07,4.05,4.66,812,3,,2014
62,Ãngel Cabrera,69,70.675,303.7,58.40,64.98,.007,-.434,.078,.554,.198,.205,3.11,4.06,4.67,"1,332",1,1,2014
63,Will MacKenzie,82,70.685,290.6,64.50,65.58,.154,.067,-.041,.044,.070,.224,2.99,4.05,4.70,"1,092",5,,2014
64,Billy Hurley III,86,70.696,276.7,70.44,65.89,.039,.123,.250,-.103,.270,.309,3.02,4.05,4.73,685,4,,2014
65,William McGirt,96,70.712,278.5,65.94,64.41,.314,-.035,-.202,.002,-.235,.079,3.05,4.02,4.68,"1,182",4,,2014
66,Andrew Svoboda,77,70.713,287.4,66.14,68.11,-.026,-.064,.323,.111,.370,.344,3.08,4.02,4.68,702,2,,2014
67,Tim Wilkinson,86,70.714,282.4,59.51,61.72,.205,.354,-.287,-.145,-.078,.127,3.07,4.06,4.65,498,3,,2014
68,Camilo Villegas,95,70.716,292.5,59.95,66.96,.000,.061,.413,-.159,.316,.315,3.03,4.03,4.72,"1,342",1,1,2014
69,Kevin Kisner,85,70.718,287.8,61.43,65.29,.388,-.116,.076,.049,.009,.397,3.08,4.03,4.66,587,3,,2014
70,J.B. Holmes,86,70.721,308.0,54.71,60.92,-.075,.283,-.317,.509,.476,.401,3.09,4.05,4.73,"1,467",2,1,2014
71,Matt Every,85,70.722,286.3,56.72,63.33,.733,-.031,.029,-.234,-.236,.497,3.04,4.09,4.64,"1,354",6,1,2014
72,Ian Poulter,57,70.722,288.1,61.35,62.40,.067,.028,-.176,.042,-.106,-.038,3.16,4.06,4.64,892,2,,2014
73,Robert Garrigus,80,70.728,306.1,57.18,65.14,.047,-.136,.156,.362,.382,.429,3.07,4.05,4.61,678,2,,2014
74,Retief Goosen,94,70.728,288.8,55.90,63.64,.352,.269,.151,-.443,-.024,.329,3.05,4.06,4.70,591,2,,2014
75,Ben Martin,80,70.732,291.7,64.34,66.04,.291,.015,-.097,.213,.130,.421,3.06,4.02,4.71,899,3,,2014
76,Jeff Overton,80,70.734,287.5,57.36,65.79,.017,.047,-.059,.056,.044,.061,3.06,4.01,4.71,719,3,,2014
77,Luke Donald,57,70.735,278.1,62.56,63.00,.517,.351,.315,-.493,.173,.690,3.05,4.09,4.66,798,3,,2014
78,Ernie Els,85,70.736,291.2,53.26,61.60,-.171,.529,.141,-.016,.654,.483,3.04,4.06,4.71,"1,467",3,,2014
79,Heath Slocum,71,70.737,277.8,72.41,67.31,-.078,.041,.083,.203,.327,.249,3.04,4.05,4.69,419,1,,2014
80,Tim Clark,75,70.738,272.2,74.02,64.30,.025,.094,.253,-.286,.061,.086,3.00,4.06,4.77,"1,271",3,1,2014
81,Lee Westwood,57,70.738,292.3,61.22,63.69,.151,.124,.037,.334,.495,.646,3.14,4.05,4.67,577,2,,2014
82,Nick Watney,80,70.756,295.8,63.97,67.33,-.075,-.258,.648,.298,.687,.613,3.05,4.06,4.68,584,2,,2014
83,Aaron Baddeley,74,70.796,293.8,52.29,59.80,.872,.051,-.291,-.589,-.828,.044,3.10,4.08,4.62,528,2,,2014
84,Brendan Steele,89,70.798,298.9,59.51,66.47,.121,-.062,.222,.237,.398,.519,3.08,4.03,4.65,881,4,,2014
85,Brendon de Jonge,109,70.801,287.9,67.87,64.48,-.032,-.071,-.012,.339,.256,.224,3.08,4.06,4.69,762,2,,2014
86,Danny Lee,84,70.802,284.2,65.05,64.44,.141,-.272,-.007,.157,-.123,.018,3.11,4.03,4.64,800,1,,2014
87,Willy Wilcox,51,70.819,297.3,61.40,66.89,-.204,-.138,.203,.487,.552,.349,3.09,4.06,4.52,362,2,,2014
88,Bo Van Pelt,83,70.827,291.3,62.83,68.61,-.053,-.085,.468,.048,.431,.378,3.02,4.05,4.70,866,1,,2014
89,Erik Compton,88,70.829,283.3,58.48,63.07,.282,-.235,.066,-.089,-.259,.023,3.10,4.04,4.72,"1,117",3,,2014
90,David Hearn,97,70.830,279.1,67.48,66.38,.315,.108,.146,-.118,.136,.451,3.02,4.04,4.72,930,3,,2014
91,Justin Hicks,103,70.836,285.1,73.46,71.44,.069,-.631,.172,.456,-.003,.066,3.04,4.04,4.71,923,3,,2014
92,Stewart Cink,91,70.847,293.7,59.45,66.36,-.131,-.192,.442,-.007,.243,.113,3.09,4.06,4.67,866,,,2014
93,Louis Oosthuizen,50,70.852,300.5,60.90,66.43,-.429,-.367,-.145,.724,.212,-.217,3.04,4.08,4.81,453,1,,2014
94,Andres Romero,81,70.852,294.6,54.79,60.53,.353,.124,-.381,.050,-.207,.145,3.11,4.04,4.70,655,1,,2014
95,K.J. Choi,80,70.870,279.8,64.22,62.08,.332,.251,.049,-.339,-.039,.293,3.08,4.08,4.68,"1,019",2,,2014
96,Brad Fritsch,50,70.888,294.4,60.24,65.05,-.050,.060,.098,-.048,.110,.060,3.08,4.05,4.60,322,3,,2014
97,Jason Bohn,81,70.892,280.0,64.95,64.75,.126,.038,.185,-.475,-.253,-.127,3.06,4.06,4.68,"1,011",3,,2014
98,Justin Leonard,75,70.895,270.3,65.04,57.78,.496,.571,-.497,-.752,-.677,-.181,3.00,4.09,4.71,491,2,,2014
99,Morgan Hoffmann,103,70.899,295.4,54.09,62.74,.506,.125,-.425,-.172,-.472,.034,3.03,4.06,4.68,518,2,,2014
100,Jason Dufner,57,70.900,285.3,63.76,66.26,-.576,.192,.590,.316,1.098,.522,3.10,4.07,4.61,798,4,,2014
101,Troy Merritt,62,70.900,285.2,61.43,65.05,.024,-.171,.261,-.213,-.123,-.099,2.95,4.09,4.72,609,1,,2014
102,Michael Putnam,106,70.905,293.0,61.08,67.05,-.409,-.063,.469,.111,.517,.108,3.06,4.06,4.67,708,1,,2014
103,Robert Allenby,83,70.920,284.9,61.47,67.63,-.163,-.234,.552,-.050,.269,.105,3.02,4.06,4.77,438,,,2014
104,Vijay Singh,83,70.933,289.7,60.66,65.39,-.579,.261,.126,.167,.554,-.025,3.11,4.06,4.65,800,1,,2014
105,Scott Brown,100,70.936,287.2,66.55,65.00,.211,-.005,-.139,.277,.134,.345,2.96,4.05,4.72,821,4,,2014
106,Ben Crane,81,70.954,279.0,66.40,63.44,.138,.017,-.009,-.297,-.290,-.152,3.02,4.03,4.84,"1,199",2,1,2014
107,Ryo Ishikawa,75,70.980,291.0,53.26,64.96,.092,.095,.395,-.259,.231,.323,3.00,4.09,4.61,936,3,,2014
108,Matt Jones,83,71.021,296.3,58.50,63.25,.142,.157,-.421,.236,-.029,.113,3.04,4.08,4.63,"1,051",1,1,2014
109,Jhonattan Vegas,77,71.022,304.8,61.16,69.11,-.370,.125,-.439,.628,.314,-.056,3.09,4.06,4.58,528,2,,2014
110,Brice Garnett,92,71.039,289.3,58.91,65.15,.109,-.002,-.197,-.056,-.255,-.147,3.06,4.06,4.65,488,1,,2014
111,Bud Cauley,56,71.060,293.4,57.54,67.46,-.389,.467,-.109,-.073,.284,-.105,3.10,4.04,4.64,357,1,,2014
112,J.J. Henry,91,71.064,290.7,64.39,69.60,-.187,-.105,-.119,.192,-.032,-.219,3.06,4.05,4.75,425,,,2014
113,Charlie Wi,72,71.067,281.0,57.74,60.87,.112,.383,-.253,-.350,-.221,-.108,3.07,4.06,4.71,329,,,2014
114,Tyrone Van Aswegen,79,71.070,290.0,53.54,64.17,.017,.181,.291,-.735,-.263,-.247,2.96,4.09,4.71,355,,,2014
115,Jonathan Byrd,76,71.083,288.1,61.58,64.89,-.271,.159,-.265,.079,-.027,-.298,3.10,4.05,4.67,383,1,,2014
116,Spencer Levin,59,71.086,280.1,64.92,64.31,-.094,.107,-.113,-.224,-.230,-.324,3.05,4.06,4.72,246,,,2014
117,"Ted Potter, Jr.",68,71.087,278.4,69.56,65.11,-.216,-.104,.096,.134,.125,-.090,3.09,4.06,4.71,311,,,2014
118,Pat Perez,84,71.110,286.4,60.05,64.35,.251,-.039,.063,-.280,-.255,-.004,3.07,4.07,4.67,682,3,,2014
119,Bryce Molder,77,71.112,278.7,59.49,63.93,.249,.275,.006,-.763,-.482,-.233,3.06,4.05,4.69,565,2,,2014
120,Ken Duke,80,71.137,275.5,70.18,67.17,-.409,-.006,.329,-.092,.230,-.178,3.04,4.07,4.67,305,,,2014
121,Andrew Loupe,65,71.142,308.0,50.00,63.11,.350,-.196,-.509,.220,-.485,-.136,3.15,4.04,4.71,380,1,,2014
122,Steven Bowditch,93,71.145,298.1,55.13,63.38,-.581,.307,.094,-.002,.399,-.182,3.12,4.09,4.60,"1,213",1,1,2014
123,Hudson Swafford,75,71.167,297.5,64.28,68.78,-.200,-.436,.015,.305,-.116,-.316,3.08,4.08,4.67,351,1,,2014
124,Sangmoon Bae,76,71.168,288.5,61.39,62.94,.418,-.081,-.299,.179,-.202,.216,3.13,4.05,4.64,466,,,2014
125,James Hahn,82,71.186,289.6,60.83,63.96,-.306,-.102,.009,.162,.070,-.236,3.10,4.08,4.70,456,2,,2014
126,Michael Thompson,74,71.194,289.2,62.22,65.69,.466,-.060,-.046,-.211,-.317,.149,3.06,4.05,4.70,515,1,,2014
